Label	x	y	claim	perspective	opposite_perspective
0	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	The use of condoms is encouraged to prevent transmission of HIV	The use of condoms is not encouraged to prevent transmission of HIV
0	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	Condoms are widely recommended for the prevention of sexually transmitted diseases	Condoms are not widely recommended for the prevention of sexually transmitted diseases
0	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	the Catholic Church should actively support condoms used to prevent disease	the Catholic Church should not actively support condoms used to prevent disease
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	condom-promotion programs encourage promiscuity	condom-promotion programs discourage promiscuity
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	Condoms may interfere with the process of paternal tolerance	Condoms may not interfere with the process of paternal tolerance
0	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	Condoms have the  feature of helping to prevent the spread of sexually transmitted diseases	Condoms don't have the  feature of helping to prevent the spread of sexually transmitted diseases
0	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	Condoms (male or female) are used to protect against STIs	Condoms (male or female) are not used to protect against STIs
0	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	The best way to prevent being infected or infecting someone with an STI is by using protection during sexual intercourse	The best way not to prevent being infected or infecting someone with an STI is by using protection during sexual intercourse
0	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	Proper use of condoms reduces contact and risk	Proper use of condoms increase contact and risk
0	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	The majority of HIV infections are acquired through unprotected sexual relations between partners	The majority of HIV infections are not acquired through unprotected sexual relations between partners
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	Catholicism considers all forms of birth control to be sins	Catholicism considers all forms of birth control not to be sins
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	Contraception is immoral	Contraception is not immoral
0	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	Condoms can save life	Condoms can not save life
0	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	condoms protect against sexually transmitted diseases	condoms destroy against sexually transmitted diseases
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	"the sexual act must ""retain its intrinsic relationship to the procreation of human life"	"the sexual act must not ""retain its intrinsic relationship to the procreation of human life"
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	"contraception ""contradicts the will of the Author of life [God"	"contraception ""contradicts the will not of the Author of life [God"
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	intercourse must at once be both the renewal of the consummation of marriage and open to procreation	intercourse must not at once be both the renewal of the consummation of marriage and open to procreation
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	since artificial contraception expressly prevents the creation of a new life (and, the Church would argue, removes the sovereignty of God over all of Creation), contraception is unacceptable	since artificial contraception expressly prevents the creation of a new life (and, the Church would not argue, removes the sovereignty of God over all of Creation), contraception is unacceptable
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	using condoms during sex is morally contraceptive and thus a sin	using condoms during sex is not morally contraceptive and thus a sin
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	Condoms impede the procreative aspect of the sexual act which is understood by the Church to have a deeply theological meaning	Condoms impede the procreative aspect of the sexual act which is not understood by the Church to have a deeply theological meaning
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	permitting condom use as a method of preventing disease could be interpreted as permitting fornication	permitting condom use as a method of preventing disease could not be interpreted as permitting fornication
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	promotion of condom use will lead to irresponsible, risky sexual behavior	promotion of condom use will not lead to irresponsible, risky sexual behavior
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	Condoms are a sin in any circumstances	Condoms are not a sin in any circumstances
0	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	The church..has to respect responsible decision-making by couples	The church.. doesn't have to respect responsible decision-making by couples
0	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	condoms are acceptable as a means of preventing AIDS	condoms are not acceptable as a means of preventing AIDS
0	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	condoms should be used to prevent the spread of HIV	condoms should not be used to prevent the spread of HIV
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	Condom use could encourage the spread of HIV by promoting extramarital sex	Condom use could not encourage the spread of HIV by promoting extramarital sex
0	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	condom use will prevent the spread of AIDS	condom use will not prevent the spread of AIDS
0	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	"the Church's ban on condoms has ""caused the death of millions"	"the Church's ban on condoms doesn't have ""caused the death of millions"
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	God created sexual intercourse to be both unitive and procreative	God created sexual intercourse not to be both unitive and procreative
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	an act which deliberately attempts to divorce the unitive and procreative meaning of the marital act is opposed to God's plan for life	an act which deliberately attempts not to divorce the unitive and procreative meaning of the marital act is opposed to God's plan for life
0	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	the Catholic Church should support condoms used to prevent serious diseases such as AIDS, because non-use is tantamount to murder	the Catholic Church should not support condoms used to prevent serious diseases such as AIDS, because non-use is tantamount to murder
0	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	There is no reason to conclude that natural family planning is appropriate but that 'artificial' means are not	There is no reason to conclude that natural family planning is appropriate but that 'artificial' means are 
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	Birth control could open wide the way for marital infidelity	Birth control could not open wide the way for marital infidelity
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	a man who grows accustomed to the use of contraceptive methods may forget the reverence due to a woman	a man who grows accustomed not to the use of contraceptive methods may forget the reverence due to a woman
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	Contraception is always seriously evil	Contraception is not always seriously evil
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	Contraception is gravely opposed to marital chastity	Contraception is not gravely opposed to marital chastity
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	Contraception is contrary to the good of the transmission of life	Contraception is not contrary to the good of the transmission of life
0	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	the Catholic Church should support condoms used to prevent serious diseases such as AIDS	the Catholic Church should not support condoms used to prevent serious diseases such as AIDS
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	birth control, in all forms, is sin	birth control, in all forms, is not sin
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	all licit sexual acts must be open to procreation	all licit sexual acts must not be open to procreation
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	all licit sexual acts must be both unitive (express love), and procreative	all licit sexual acts must not be both unitive (express love), and procreative
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	the Church should not and could not change its long-standing teaching	the Church should and could not change its long-standing teaching
0	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	Persons use condoms to protect against the spread of infections	Persons use condoms not to protect against the spread of infections
1	0	0	This house believes that the Catholic Church is justified in forbidding the use of barrier methods of contraception	The problem of AIDS cannot be overcome by the distribution of prophylactics: on the contrary, they increase it	The problem of AIDS can be overcome by the distribution of prophylactics: on the contrary, they increase it
1	0	0	This house supports raising the school leaving age to 18	Raising the school leaving age will tackle the problem of young people leaving school unskilled	 lower the school leaving age will tackle the problem of young people leaving school unskilled
0	0	0	This house supports raising the school leaving age to 18	the history of the drive for compulsory schooling is not guided by altruism, but by a desire to coerce the population into a mold desired by the Establishment	the history of the drive for compulsory schooling is guided by altruism, but by a desire to coerce the population into a mold desired by the Establishment
0	0	0	This house supports raising the school leaving age to 18	youths should have the right to control and direct their own learning	youths should not have the right to control and direct their own learning
0	0	0	This house supports raising the school leaving age to 18	the current compulsory schooling system violates a basic fundamental right of humans: the right to decide what enters our minds	the current compulsory schooling system violates a basic fundamental right of humans: the right not to decide what enters our minds
0	0	0	This house supports raising the school leaving age to 18	freedom of learning is part of freedom of thought	freedom of learning is not part of freedom of thought
0	0	0	This house supports raising the school leaving age to 18	forced schooling, regardless of whether the student is learning anything whatsoever, or if the student could more effectively learn elsewhere in different ways, is a gross violation of civil liberties	forced schooling, regardless of whether the student is not learning anything whatsoever, or if the student could more effectively learn elsewhere in different ways, is a gross violation of civil liberties
0	0	0	This house supports raising the school leaving age to 18	Schools inhibit a person’s will and ability to self-learn	Schools inhibit a person’s will not and ability to self-learn
0	0	0	This house supports raising the school leaving age to 18	forced schooling perverts the victims’ natural inclination to grow and learn	forced schooling perverts the victims’ natural inclination not to grow and learn
1	0	0	This house supports raising the school leaving age to 18	high rates of education are essential for countries to be able to achieve high levels of economic growth	high rates of education are not essential for countries to be able to achieve high levels of economic growth
0	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	the right to freedom of speech is not absolute	the right to freedom of speech is absolute
1	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	there must be no constraints on the free flow of information and ideas	there must not be no constraints on the free flow of information and ideas
1	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	democracy will not be true to its essential ideal if those in power are able to manipulate the electorate by withholding information	democracy will be true to its essential ideal if those in power are able to manipulate the electorate by withholding information
1	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	Access to information is increasingly recognised as a prerequisite for transparency and accountability of governments	Access not to information is increasingly recognised as a prerequisite for transparency and accountability of governments
1	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	access to information is a basic human right	access not to information is a basic human right
0	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	The right of governments to forbid the publication of properly categorized state secrets is recognised	The right of governments not to forbid the publication of properly categorized state secrets is recognised
1	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	the more freely information flows, the stronger societies become	the less freely information flows, the stronger societies become
0	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	any government may distinguish which materials are public or protected from disclosure to the public	any government may not distinguish which materials are public or protected from disclosure to the public
1	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	The individual freedom of expression is essential to the well-being of society	The individual freedom of expression is not essential to the well-being of society
0	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	The purpose of classification is to protect information from being used to damage or endanger national security	The purpose of classification is not to protect information from being used to damage or endanger national security
1	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	"national security"" may simply serve as a pretext for suppressing unfavorable political and social views"	"national security"" may not simply serve as a pretext for suppressing unfavorable political and social views"
1	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	Everyone has the right to freedom of opinion and expression	 noone has the right to freedom of opinion and expression
1	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	Information should be free	Information should not be free
0	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	leaks .. may have a very negative security impact for people involved	leaks .. may not have a very negative security impact for people involved
0	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	The decision to leak classified information is something that is illegal	The decision not to leak classified information is something that is illegal
0	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	individuals are making judgments about threats and information they are not qualified to make	individuals are making judgments about threats and information they are qualified to make
1	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	However illegally these documents came to light, they raise serious questions	However illegally these documents came not to light, they raise serious questions
1	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	free speech is what regulates government and regulates law	free speech is not what regulates government and regulates law
0	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	The purpose of censorship is to prevent the publication of security information which could benefit the enemy or harm the State	The purpose of censorship is not to prevent the publication of security information which could benefit the enemy or harm the State
1	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	Precisely because the repercussions that decisions of a security nature have on the life of nation, it is suitable to open the door to openly exchanging of views on security issues	Precisely because the repercussions that decisions of a security nature don't have on the life of nation, it is suitable to open the door to openly exchanging of views on security issues
0	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	Authority to exercise censorship over the press .. is absolutely necessary to the public safety	Authority not to exercise censorship over the press .. is absolutely necessary to the public safety
1	0	0	This house believes that the leaking of military documents by Anat Kamm was justified	government information should be available to the public	government information should not be available to the public
1	0	0	This house believes that states should not subsidize the growing of tobacco	valuable farmland go to waste for the use of a recreational drug instead of being used to plant food crops	valuable farmland go not to waste for the use of a recreational drug instead of being used to plant food crops
1	0	0	This house believes that states should not subsidize the growing of tobacco	Smoking is considered an immoral habit	Smoking is not considered an immoral habit
1	0	0	This house believes that states should not subsidize the growing of tobacco	Subsidies may distort markets, and can impose large economic costs	Subsidies may not distort markets, and can impose large economic costs
1	0	0	This house believes that states should not subsidize the growing of tobacco	subsidies may distort the market and produce inefficiencies	subsidies may not distort the market and produce inefficiencies
1	0	0	This house believes that states should not subsidize the growing of tobacco	Tobacco use is described as the single most important preventable risk to human health in developed countries	Tobacco use is not described as the single most important preventable risk to human health in developed countries
1	0	0	This house believes that states should not subsidize the growing of tobacco	The cultivation of tobacco can be economically detrimental to developing countries	The cultivation of tobacco can not be economically detrimental to developing countries
1	0	0	This house believes that states should not subsidize the growing of tobacco	When resources are put into tobacco production they are taken away from food production	When resources are not put into tobacco production they are taken away from food production
1	0	0	This house believes that states should not subsidize the growing of tobacco	A large percent of the profits from tobacco production go to large tobacco companies rather than local tobacco farmers	A large percent of the profits from tobacco production go not to large tobacco companies rather than local tobacco farmers
1	0	0	This house believes that states should not subsidize the growing of tobacco	Government subsides for tobacco farming do not make economic sense	Government subsides for tobacco farming do make economic sense
1	0	0	This house believes that states should not subsidize the growing of tobacco	The cultivation of tobacco is economically detrimental to the countries that produce it	The cultivation of tobacco is not economically detrimental to the countries that produce it
1	0	0	This house believes that states should not subsidize the growing of tobacco	When resources are put into tobacco production, they are taken away from food production	When resources are not put into tobacco production, they are taken away from food production
0	0	0	This house believes that states should not subsidize the growing of tobacco	The market system is not adequately rewarding farm people for their agricultural commodities	The market system is adequately rewarding farm people for their agricultural commodities
1	0	0	This house believes that states should not subsidize the growing of tobacco	smoking tobacco is among the leading causes of many diseases	smoking tobacco is not among the leading causes of many diseases
1	0	0	This house believes that states should not subsidize the growing of tobacco	Tobacco-related diseases are some of the biggest killers in the world today	Tobacco-related diseases are not some of the biggest killers in the world today
1	0	0	This house believes that states should not subsidize the growing of tobacco	Subsidies provide little benefit to the farmers themselves	Subsidies provide much benefit to the farmers themselves
1	0	0	This house believes that states should not subsidize the growing of tobacco	Tobacco is the single greatest cause of preventable death globally	Tobacco is not the single greatest cause of preventable death globally
1	0	0	This house believes that states should not subsidize the growing of tobacco	Tobacco use is described as the single most important preventable risk to human health	Tobacco use is not described as the single most important preventable risk to human health
1	0	0	This house believes that states should not subsidize the growing of tobacco	Tobacco is being considered a usurper of good farm land	Tobacco is not being considered a usurper of good farm land
1	0	0	This house believes that states should not subsidize the growing of tobacco	Cigarette smoking produces substantial health-related economic costs to society	Cigarette smoking produces substantial health-related economic costs not to society
1	0	0	This house believes that states should not subsidize the growing of tobacco	tobacco causes cancer	tobacco casue no cancer
0	0	0	This house believes that states should not subsidize the growing of tobacco	commercial tobacco production is a vital part of the American and world economy	commercial tobacco production is not a vital part of the American and world economy
1	0	0	This house believes that states should not subsidize the growing of tobacco	smoking-related health problems contribute to rising health care costs	smoking-related health problems contribute not to rising health care costs
1	0	0	This house believes that states should not subsidize the growing of tobacco	subsidised agriculture in the developed world is one of the greatest obstacles to economic growth in the developing world	subsidised agriculture in the developed world is not one of the greatest obstacles to economic growth in the developing world
1	0	0	This house believes that states should not subsidize the growing of tobacco	Subsidies are an inefficient use of taxpayer’s money	Subsidies are not an inefficient use of taxpayer’s money
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	there is no such thing as unlimited freedom	there is not no such thing as unlimited freedom
0	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	The free communication of thoughts and of opinions is one of the most precious rights of man	The free communication of thoughts and of opinions is not one of the most precious rights of man
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	freedom of expression is not absolute and can be limited under certain situations	freedom of expression is absolute and can be limited under certain situations
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	a limitation on freedom of speech prescribed in law can be permitted if it can be justified as being a reasonable limit	a limitation on freedom of speech prescribed in law can not be permitted if it can be justified as being a reasonable limit
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	Freedom of expression is subject to certain restrictions	Freedom of expression is not subject to certain restrictions
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	Censorship is occasionally carried out to aid authorities or to protect an individual	Censorship is not occasionally carried out to aid authorities or to protect an individual
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	Freedom of speech may be restricted by law to protect rights and respectability of others	Freedom of speech may not be restricted by law to protect rights and respectability of others
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	human rights can be limited or even pushed aside during times of national emergency	human rights can not be limited or even pushed aside during times of national emergency
0	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	Everyone has the right to freedom of opinion and expression	 noone has the right to freedom of opinion and expression
0	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	an effort to limit the use of words of language is actually a form of restricting freedom of thought	an effort not to limit the use of words of language is actually a form of restricting freedom of thought
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	limitations on free speech balance rights to free speech and other rights	limitations on free speech balance rights not to free speech and other rights
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	the government may censor speech when the speech is its own	the government may not censor speech when the speech is its own
0	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	freedom of speech, in order to exist and function, necessarily extends to even the unpopular	freedom of speech, in order not to exist and function, necessarily extends to even the unpopular
0	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	the individual must have unlimited access to the ideas of his fellow men in “a free and open encounter	the individual must not have unlimited access to the ideas of his fellow men in “a free and open encounter
0	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	The individual freedom of expression is essential to the well-being of society	The individual freedom of expression is not essential to the well-being of society
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	"freedom can be restricted for reasons of ""sovereignty and integrity"	"freedom can not be restricted for reasons of ""sovereignty and integrity"
0	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	The people should not be deprived or abridged of their right to speak, to write, or to publish their sentiments	The people should be deprived or abridged of their right to speak, to write, or to publish their sentiments
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	when a nation is at war, many things that might be said in time of peace are such a hindrance to its effort that their utterance will not be endured so long as men fight	when a nation is at war, many things that might be said in time of peace are such a hindrance to its effort that their utterance will be endured so long as men fight
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	the circumstances of wartime permit greater restrictions on free speech than would be allowable during peacetime	the circumstances of wartime permit greater restrictions on free speech than would not be allowable during peacetime
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	The right to free speech conflicts with other rights	The right not to free speech conflicts with other rights
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	the freely expressed word can be a direct threat to other human rights	the freely expressed word can not be a direct threat to other human rights
0	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	The free communication of ideas and opinions is one of the most precious of the rights of man	The free communication of ideas and opinions is not one of the most precious of the rights of man
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	The right to freedom of speech and expression may be limited when conflicting with other rights	The right not to freedom of speech and expression may be limited when conflicting with other rights
0	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	the expression of dissent or subversive views should be tolerated	the expression of dissent or subversive views should not be tolerated
0	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	"free discussion is necessary to prevent the ""deep slumber of a decided opinion"	"free discussion is not necessary to prevent the ""deep slumber of a decided opinion"
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	Speech can be justifiably suppressed in order to prevent harm from a clear and direct threat	Speech can not be justifiably suppressed in order to prevent harm from a clear and direct threat
0	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	there must be no constraints on the free flow of information and ideas	there must not be no constraints on the free flow of information and ideas
0	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	democracy will not be true to its essential ideal if those in power are able to manipulate the electorate by withholding information and stifling criticism	democracy will be true to its essential ideal if those in power are able to manipulate the electorate by withholding information and stifling criticism
0	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	freedom of speech helps to provide a balance between stability and change	freedom of speech spoil to provide a balance between stability and change
0	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	there ought to exist the fullest liberty of professing and discussing, as a matter of ethical conviction, any doctrine, however immoral it may be considered	there ought not to exist the fullest liberty of professing and discussing, as a matter of ethical conviction, any doctrine, however immoral it may be considered
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	some forms of expression can be legitimately prohibited by law because they are very offensive	some forms of expression can not be legitimately prohibited by law because they are very offensive
0	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	Freedom of speech is a fundamental human right	Freedom of speech is not a fundamental human right
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	it is necessary to prevent the use of information resources and technologies for criminal and terrorist purposes	it is not necessary to prevent the use of information resources and technologies for criminal and terrorist purposes
0	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	the more freely information flows, the stronger societies become	the less freely information flows, the stronger societies become
0	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	No human right is more basic than freedom of expression	No human right is not more basic than freedom of expression
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	Clear and present danger is posed by discriminatory speech and the growth of e-hate	Clear and present danger is not posed by discriminatory speech and the growth of e-hate
0	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	Freedom of expression is the lifeblood of any free and open society	Freedom of expression is not the lifeblood of any free and open society
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	liberty of expression 'is not absolute	liberty of expression 'is absolute
0	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	government may not prohibit the expression of an idea simply because society finds the idea offensive or disagreeable	government may prohibit the expression of an idea simply because society finds the idea offensive or disagreeable
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	Punishment of dangerous or offensive writings is necessary for the preservation of peace and good order	Punishment of dangerous or offensive writings is not necessary for the preservation of peace and good order
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	The freedom of speech and of the press does not confer an absolute right to express without any responsibility	The freedom of speech and of the press does confer an absolute right to express without any responsibility
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	Reasonable restrictions can be imposed on the freedom of speech and expression, in the interest of the security of the State	Reasonable restrictions can not be imposed on the freedom of speech and expression, in the interest of the security of the State
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	All the utterances intended to endanger the security of the State may be restrained in the interest of the security of the State	All the utterances intended not to endanger the security of the State may be restrained in the interest of the security of the State
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	Freedom of speech does not allow a person to contempt the courts	Freedom of speech does allow a person to contempt the courts
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	Freedom of speech and expression can not be an excuse for distribution of indecent and immoral content	Freedom of speech and expression can be an excuse for distribution of indecent and immoral content
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	Reasonable restrictions on freedom of expression can be imposed in the interest of public order	Reasonable restrictions on freedom of expression can not be imposed in the interest of public order
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	one can not tolerate free speech concerning drugs	one can tolerate free speech concerning drugs
0	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	Freedom of speech is the heart of democracy	Freedom of speech is not the heart of democracy
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	the right to freedom of speech can be subjected to limitations such as hate speech	the right not to freedom of speech can be subjected to limitations such as hate speech
1	0	0	This house believes that it is sometimes right for the government to restrict freedom of speech	Without restrictions, total freedom of speech would allow freedom to slander	 with restrictions, total freedom of speech would allow freedom to slander
