undermine_score,support_score,undermine_cp,support_cp,undermine_cop,support_cop,undermine_ocp,support_ocp,undermine_ocop,support_ocop,predict_label,gold
7.5630083,-10.042193,1.7282884,-2.8348923,-0.68959725,2.7952168,-1.7233782,0.64077187,3.4217443,-3.7713127,0,0
7.699946,-10.177303,1.7037891,-2.796388,-0.6883348,2.875619,-1.6806028,0.5945217,3.6272192,-3.910775,0,0
-7.8047285,10.309843,-0.72535825,2.8730679,1.746738,-2.8688226,3.592414,-3.9272084,-1.7402184,0.64074385,1,1
-7.1156864,9.520055,-0.6185325,2.6907492,1.6202035,-2.686503,3.279077,-3.6260767,-1.5978736,0.5167269,1,1
-7.9827194,10.526879,-0.66987413,2.8341782,1.7661953,-2.9081087,3.7581246,-4.1014547,-1.7885258,0.6831378,1,1
-7.845173,10.356057,-0.70389473,2.872194,1.7304945,-2.8538723,3.6603804,-4.00014,-1.7504032,0.6298501,1,1
7.4777303,-9.93856,1.6976181,-2.747004,-0.7054384,2.85282,-1.5775084,0.49443376,3.4971652,-3.8443017,0,0
7.5669823,-10.060731,1.6418213,-2.7257853,-0.6967567,2.8795266,-1.6227143,0.53403366,3.6056902,-3.921385,0,0
7.632768,-10.10476,1.7508855,-2.866409,-0.6775592,2.8191845,-1.7241373,0.61852,3.480186,-3.800647,0,0
-7.240679,9.718138,-1.6813432,0.57999253,3.2297692,-3.57542,1.6030242,-2.691394,-0.7265423,2.8713317,1,1
-7.237822,9.757189,-1.6738012,0.57219154,3.3446622,-3.6970623,1.5359635,-2.6223614,-0.68339527,2.8655734,1,1
-7.1655693,9.679361,-1.6697354,0.57738477,3.2683892,-3.6274137,1.5248127,-2.6047528,-0.7026317,2.8698096,1,1
-7.163427,9.662604,-1.6278139,0.56000495,3.307376,-3.663904,1.5104606,-2.5635395,-0.7177768,2.875156,1,1
-7.318456,9.807684,-1.6594899,0.58096206,3.4208581,-3.7277966,1.5574914,-2.6289968,-0.680617,2.8699286,1,1
-7.1581993,9.628023,-1.773438,0.60452086,3.3241076,-3.6857986,1.5018164,-2.6467896,-0.5588374,2.6909142,1,1
7.034001,-9.444939,3.5213242,-3.856119,-1.673475,0.56250167,-0.48013645,2.6379166,1.359065,-2.388402,0,0
7.2747536,-9.730456,3.6721542,-3.9809284,-1.747424,0.6069863,-0.41415182,2.6074653,1.4410236,-2.5350769,0,0
7.2542286,-9.702404,3.6050658,-3.9265041,-1.7481883,0.5941506,-0.4575801,2.6521,1.4433941,-2.5296497,0,0
7.193822,-9.641157,3.6171277,-3.9533353,-1.7310543,0.61308604,-0.42639178,2.5961654,1.4192488,-2.4785695,0,0
7.255372,-9.69741,3.6813173,-3.9918735,-1.7440343,0.60951275,-0.4059725,2.6084425,1.424048,-2.4875815,0,0
-6.6923766,9.121244,-1.5630761,0.51185066,3.2748752,-3.635993,1.3127912,-2.3190455,-0.5416342,2.654355,1,1
-6.9345813,9.403021,-1.6807982,0.6033832,3.2113245,-3.612293,1.4262507,-2.4669251,-0.6162077,2.72042,1,1
-6.6543336,9.060491,-0.6481638,2.7582436,1.3458507,-2.3289964,3.0495682,-3.4187727,-1.6107508,0.5544775,1,1
-6.624404,9.019189,-0.63712895,2.7297556,1.3591092,-2.3686872,3.0000148,-3.3581142,-1.6281509,0.5626315,1,1
-6.1410995,8.512854,-0.5606698,2.6128454,1.3241912,-2.2624075,2.7869093,-3.1799116,-1.4693295,0.45768926,1,1
-6.025382,8.327368,-0.62666684,2.711795,1.1582426,-2.0320797,2.927219,-3.2813225,-1.3132534,0.3021704,1,1
5.888904,-8.1754465,1.0761971,-1.8569727,-0.6273677,2.7537367,-1.141515,0.19544849,3.0438242,-3.369289,0,0
5.7429094,-7.9651637,1.1181779,-1.9403515,-0.563913,2.624516,-1.2395481,0.267144,2.8212705,-3.133152,0,0
6.1458373,-8.485786,1.2593834,-2.143249,-0.6148334,2.721232,-1.371294,0.36887628,2.9003265,-3.2524285,0,0
5.645926,-7.868375,1.0609984,-1.7541165,-0.6377149,2.751584,-0.9544693,0.01870507,2.9927435,-3.3439693,0,0
-6.387725,8.743304,-0.5713745,2.6420681,1.3687594,-2.3446443,2.860845,-3.2189827,-1.5867465,0.53760946,1,1
-6.774357,9.15971,-0.4505899,2.6813173,1.3154932,-2.276976,3.4887733,-3.7389998,-1.5195004,0.46241674,1,1
-6.5024853,8.875246,-0.6083471,2.7062244,1.3682581,-2.3461323,2.930872,-3.2813325,-1.5950077,0.5415576,1,1
6.182445,-8.494425,1.2144566,-2.0826652,-0.6250622,2.7316513,-1.346926,0.35728687,2.9960003,-3.3228216,0,0
5.436142,-7.6153274,0.9204085,-1.5708241,-0.63358575,2.7389026,-0.8488168,-0.07336745,3.033331,-3.3789682,0,0
6.289692,-8.597229,1.3619709,-2.3182411,-0.5587338,2.6063604,-1.5400484,0.47955996,2.828939,-3.193068,0,0
-6.988241,9.371471,-0.6354452,2.7628226,1.4557431,-2.4772596,3.3123631,-3.620305,-1.58469,0.5110834,1,1
-5.689692,7.9048586,-0.46768856,2.5287433,1.0634211,-1.9071499,2.98563,-3.334147,-1.172952,0.13481861,1,1
-5.1184473,7.2986193,-0.3358543,2.3159277,1.0947654,-1.9029354,2.6515346,-3.0283866,-1.036293,0.05136943,1,1
-7.3110466,9.761134,-0.6399676,2.7943602,1.5947945,-2.6956449,3.356186,-3.6702647,-1.7200987,0.6008643,1,1
-6.1879625,8.447053,-0.3308488,2.3179007,1.4848846,-2.5172806,2.7736979,-3.0885513,-1.598531,0.5233202,1,1
-6.910636,9.258303,-0.60971886,2.6975684,1.5283672,-2.5484803,3.1533418,-3.4673007,-1.6192081,0.54495347,1,1
-3.0744708,4.8241005,0.6315125,1.2493724,0.39996806,-1.3268503,2.2856169,-2.5085971,-1.0203984,-0.26071954,1,1
-3.004973,4.7182856,0.44842836,1.3917165,0.3634464,-1.219822,2.0246682,-2.2679634,-1.0652868,-0.16121647,1,1
-3.0435634,4.794539,0.47131845,1.432735,0.44346908,-1.3497881,2.1021152,-2.3037505,-0.9692977,-0.29173487,1,1
-2.8330564,4.5500255,0.13726422,1.6801836,0.38631153,-1.3183594,1.5667206,-1.8207045,-1.0172887,-0.2692219,1,1
-2.7694106,4.5236115,0.18560517,1.695673,0.30517316,-1.2092677,1.6002836,-1.8089619,-1.0495589,-0.19029103,1,1
-2.892714,4.654453,0.3146839,1.5509014,0.3546945,-1.3025402,1.8228564,-2.0489755,-1.0298469,-0.24796437,1,1
-2.9248433,4.6743317,0.4557219,1.4256108,0.341891,-1.2390666,2.0335631,-2.249354,-1.005111,-0.23969942,1,1
-2.915904,4.659165,0.39428276,1.4608616,0.29465806,-1.1743715,1.9790506,-2.1979675,-1.036478,-0.17403558,1,1
-2.947216,4.6816626,0.6202934,1.2569855,0.22880206,-0.99337006,2.2482228,-2.471067,-1.0904844,-0.039759934,1,1
-2.8864622,4.667612,0.41315016,1.46609,0.34469822,-1.2635103,1.9497209,-2.1814594,-1.0051931,-0.24344757,1,1
-2.923674,4.674655,0.53362554,1.3356534,0.31697738,-1.1751244,2.1104257,-2.3448164,-1.0298964,-0.18093956,1,1
-2.88634,4.662418,0.49855107,1.4138632,0.27000636,-1.1239322,2.037002,-2.2496867,-1.0778825,-0.12506424,1,1
-2.9882207,4.745598,0.29836705,1.7012906,0.18563598,-0.971609,1.9922462,-2.0804148,-1.1087055,-0.007716581,1,1
-2.5860825,4.342892,0.157853,1.7647536,0.21658146,-0.8384994,1.4239578,-1.6527762,-1.103396,0.086863056,1,1
2.6853533,-4.3742256,0.10336408,-0.7374294,0.28889716,1.5245185,-1.1088549,0.0749394,1.7620313,-2.0373385,0,0
2.7899466,-4.5166545,0.34193772,-1.2706172,0.21728373,1.6242262,-0.99301946,-0.26662076,1.6722732,-1.8884315,0,0
2.9724555,-4.812176,0.45797345,-1.4256343,0.53117573,1.5663745,-0.90047276,-0.38871863,2.145185,-2.2088861,0,0
-2.2857375,3.8701193,0.21604571,1.652988,0.118735075,-0.39914197,1.6467867,-1.8646941,-0.7362616,-0.04670483,1,1
-3.5547237,5.1390285,0.62886345,1.539629,0.42000622,-1.1660753,2.8645215,-2.6663406,-0.89905965,-0.23301609,1,1
-7.1252127,9.549069,-0.6033812,2.7432098,1.4728774,-2.509639,3.3687646,-3.7007937,-1.6801894,0.5954271,1,1
-6.8722706,9.292579,-0.6519798,2.7618222,1.4636457,-2.4916067,3.0774152,-3.4596086,-1.6792297,0.5795411,1,1
-6.8690124,9.276559,-0.6712434,2.808762,1.4008505,-2.4121814,3.1765656,-3.5306425,-1.6203527,0.5249729,1,1
6.514257,-8.850212,1.3230106,-2.243959,-0.6583993,2.7453666,-1.4433697,0.40395215,3.0894775,-3.4569345,0,0
7.0373096,-9.446214,1.4502409,-2.461142,-0.63302594,2.7901022,-1.6366537,0.5515742,3.317389,-3.643395,0,0
6.9413977,-9.361933,1.4716341,-2.5397086,-0.6709141,2.7588747,-1.706196,0.59002966,3.0926535,-3.4733202,0,0
7.136185,-9.57453,1.5079855,-2.5493157,-0.64856863,2.783,-1.6820184,0.5881002,3.2976127,-3.6541133,0,0
7.142816,-9.579459,1.549519,-2.6383126,-0.6432401,2.7759993,-1.703372,0.5697004,3.246685,-3.5954468,0,0
-6.8142653,9.203979,-0.6750434,2.793089,1.4204788,-2.3993783,3.1750202,-3.518117,-1.5437233,0.4933936,1,1
-6.675206,9.040559,-0.5630239,2.5988066,1.5366107,-2.6011202,2.8810747,-3.2473454,-1.6944971,0.5932869,1,1
7.0263233,-9.440349,1.5149021,-2.5402832,-0.6400321,2.7631264,-1.6584563,0.5748707,3.212933,-3.5620685,0,0
6.29243,-8.583303,1.3102386,-2.2723465,-0.54740906,2.5915816,-1.5187881,0.4445052,2.9159942,-3.2748709,0,0
6.3731923,-8.690887,1.5036225,-2.5741034,-0.4475996,2.4507403,-1.695582,0.5612106,2.726388,-3.104833,0,0
-6.9846287,9.388335,-0.63300216,2.7422166,1.5829217,-2.673758,3.079821,-3.4142764,-1.6888838,0.5580845,1,1
-7.0991464,9.493147,-0.66909254,2.8023257,1.5269535,-2.5810094,3.2143865,-3.5605378,-1.688714,0.5492745,1,1
-6.5067763,8.848101,-0.48524895,2.512284,1.5348561,-2.6222072,2.7730618,-3.1425676,-1.7136092,0.5710418,1,1
4.3755302,-6.3546295,0.53519887,-1.066354,-0.2862773,2.3941844,-1.1799855,0.25614905,2.3740683,-2.637942,0,0
4.0833793,-5.971403,0.46147093,-0.89361024,-0.34391695,2.402008,-0.993129,0.09280145,2.2848623,-2.5829837,0,0
4.447957,-6.402746,0.75252354,-1.4676054,-0.4550166,2.4665387,-1.3394125,0.27096826,1.9010041,-2.1976335,0,0
-4.756492,6.790268,-0.39525503,2.4254336,0.83021617,-1.6032311,2.2477028,-2.5496593,-1.2833179,0.21194401,1,1
-4.873993,6.911323,-0.36647186,2.4052572,0.87609607,-1.7381468,2.3382795,-2.6275153,-1.2931455,0.14040393,1,1
7.0169077,-9.400725,1.7135667,-2.8048306,-0.66929895,2.7827282,-1.5591593,0.4429034,3.074883,-3.370263,0,0
6.4394817,-8.729774,1.3690999,-2.2715716,-0.6530189,2.7468867,-1.3943759,0.38636962,3.0229867,-3.3249462,0,0
6.3614717,-8.623455,1.333164,-2.2235198,-0.64660656,2.7448814,-1.3341917,0.34329262,3.0475094,-3.3117614,0,0
6.6249695,-8.90856,1.4716847,-2.521595,-0.58091086,2.6565597,-1.5940592,0.4907785,2.9783144,-3.239627,0,0
6.538417,-8.856524,1.2910097,-2.1722927,-0.66634053,2.820305,-1.3013742,0.29391018,3.2796924,-3.5700169,0,0
-6.6251082,8.94667,-0.59405375,2.6753378,1.5361633,-2.542729,2.9188795,-3.2155864,-1.5760118,0.51301646,1,1
7.066379,-9.475106,1.616787,-2.6619663,-0.6738729,2.829783,-1.5817752,0.5006209,3.193944,-3.4827363,0,0
-7.127236,9.518104,-0.65133387,2.8140204,1.5745232,-2.63624,3.2966998,-3.5738268,-1.6046791,0.49401638,1,1
-6.4121165,8.648049,-0.66631067,2.810617,1.2846141,-2.1151905,3.2256908,-3.4973059,-1.2355007,0.22493652,1,1
-6.9479413,9.324738,-0.6701212,2.8279867,1.475215,-2.4704127,3.25111,-3.5227942,-1.5514951,0.50354344,1,1
-6.926821,9.31805,-0.69697106,2.837677,1.5156381,-2.5068083,3.1492875,-3.4565074,-1.5649246,0.5170572,1,1
-6.9396267,9.3447695,-0.6652326,2.7818696,1.6664236,-2.7773807,3.040814,-3.3484135,-1.5671567,0.43710598,1,1
-6.1872077,8.445399,-0.49931574,2.5328066,1.448562,-2.3947277,2.7617238,-3.0592513,-1.4776063,0.4586136,1,1
-6.663721,9.028514,-0.64281607,2.7742343,1.4536088,-2.4257073,3.0360522,-3.3373337,-1.5312445,0.49123874,1,1
-6.7164803,9.045391,-0.67184377,2.7681682,1.4717048,-2.4670587,3.0402267,-3.3320785,-1.5327054,0.47808695,1,1
-6.822596,9.178064,-0.63323724,2.7731264,1.536401,-2.5371594,3.1983604,-3.4538054,-1.4545975,0.41397312,1,1
7.1839314,-9.627491,1.671138,-2.736486,-0.64863276,2.7480538,-1.6632278,0.58405447,3.2009325,-3.558896,0,0
-7.042088,9.513402,-0.6326412,2.7800841,1.458807,-2.4764814,3.338962,-3.70768,-1.6116776,0.5491563,1,1
-7.093516,9.612395,-0.6637633,2.7816246,1.5928757,-2.6961927,3.1343322,-3.5264726,-1.7025448,0.6081061,1,1
-7.152039,9.666141,-0.6674453,2.801396,1.5785962,-2.6655684,3.206056,-3.582687,-1.699941,0.6164895,1,1
6.155992,-8.48708,1.4403707,-2.4913828,-0.35969853,2.3576965,-1.6698835,0.5917666,2.6860394,-3.0462344,0,0
6.549231,-8.944077,1.3635015,-2.3497167,-0.5938111,2.6968071,-1.5473408,0.48883528,3.0445776,-3.4087176,0,0
6.45417,-8.792635,1.3219371,-2.2374291,-0.6339181,2.7422805,-1.3936985,0.37613696,3.1046166,-3.4367886,0,0
6.313448,-8.607821,1.3666229,-2.311913,-0.5638503,2.5961099,-1.4825988,0.4295621,2.9003758,-3.2702365,0,0
6.6478615,-8.977856,1.4264933,-2.4045281,-0.6194695,2.68596,-1.5627041,0.5080752,3.0391943,-3.3792915,0,0
-0.5459405,1.555208,1.7246236,-0.2161293,0.67323774,-1.1338449,1.138596,-1.3514421,-0.45873037,-0.7139497,1,1
-2.0908859,3.298296,0.7206883,0.6773252,0.8882159,-1.1735566,1.3810171,-1.8636657,-0.54234123,-0.4162516,1,1
1.5246524,-0.7499434,2.1238,-0.6405499,-0.33030328,-0.5281966,1.1987166,-1.3547138,0.26926577,-1.9923038,0,0
0.7924098,-1.7529509,0.9389268,-1.2427065,1.8757435,-0.43141568,-0.5964974,-0.40941125,1.132729,-1.3510712,0,0
-7.4599476,9.91869,-0.66227424,2.7969208,1.6453321,-2.7421799,3.4592733,-3.7809014,-1.6930683,0.59868795,1,1
-7.591803,10.109752,-0.65366924,2.802791,1.6983695,-2.826437,3.5167708,-3.839177,-1.7229934,0.6413467,1,1
-7.447256,9.930405,-0.6752033,2.8078947,1.662198,-2.796985,3.3634133,-3.6845808,-1.7464414,0.6409449,1,1
-7.5685406,10.058804,-0.65202516,2.8129807,1.6627445,-2.7882276,3.5309968,-3.8267336,-1.722774,0.63086164,1,1
6.7802153,-9.133837,1.4834157,-2.5009112,-0.625879,2.692708,-1.4904412,0.43111596,3.1804795,-3.5091012,0,0
-7.749296,10.250727,-0.6248058,2.7622397,1.8038675,-2.997077,3.5930789,-3.8876262,-1.7275438,0.6037845,1,1
-7.697527,10.215448,-0.62363094,2.7804482,1.7746837,-2.944767,3.5711675,-3.8596156,-1.7280444,0.6306183,1,1
-7.5493326,10.036185,-0.64842784,2.7645442,1.7132525,-2.8534644,3.4290562,-3.7530527,-1.7585961,0.66512406,1,1
-7.287022,9.729768,-0.666362,2.7986977,1.5740312,-2.6480699,3.4369233,-3.7369175,-1.6097056,0.54608285,1,1
6.2016,-8.432686,1.4719772,-2.438025,-0.4019642,2.3635755,-1.4519509,0.41084167,2.8757074,-3.2202444,0,0
-6.7905445,9.191065,-0.59705746,2.715655,1.507291,-2.5997841,3.022775,-3.3441987,-1.663421,0.53142744,1,1
6.4718523,-8.828457,1.4819086,-2.5454683,-0.6422701,2.7442622,-1.5399367,0.4105316,2.8077366,-3.1281948,0,0
6.4984436,-8.852556,1.3311089,-2.3368528,-0.65253115,2.7861938,-1.5671136,0.45641705,2.94769,-3.273092,0,0
6.6147747,-8.979377,1.4088962,-2.4107814,-0.6412243,2.7802253,-1.569304,0.47450405,2.9953501,-3.3138661,0,0
6.4970856,-8.894058,1.4789252,-2.5208297,-0.6396324,2.752664,-1.533675,0.4249594,2.844853,-3.1956053,0,0
6.584812,-8.963152,1.3554235,-2.3338146,-0.5986949,2.7483792,-1.5592667,0.50915277,3.0714273,-3.3718047,0,0
6.692741,-9.094425,1.5601175,-2.6716943,-0.6321828,2.7556348,-1.5123086,0.34862167,2.988132,-3.3184738,0,0
