undermine_score,support_score,undermine_cp,support_cp,undermine_cop,support_cop,undermine_ocp,support_ocp,undermine_ocop,support_ocop,predict_label,gold
-7.2651157,9.708728,-0.600268,2.6822364,1.6429055,-2.7920926,3.282159,-3.5825384,-1.7397833,0.65186,1,1
-7.393791,9.879783,-0.6454594,2.7640257,1.6668361,-2.8223162,3.334612,-3.6422305,-1.7468839,0.65121007,1,1
8.10754,-10.6679325,1.9465669,-3.3447738,-0.403086,2.5404732,-1.6972976,0.41290146,4.06059,-4.3697834,0,0
8.138717,-10.713051,2.1090436,-3.5307693,-0.48222786,2.5849588,-1.6312313,0.330964,3.916214,-4.266359,0,0
7.9583716,-10.545523,2.0717034,-3.4216495,-0.4766361,2.6378634,-1.5948625,0.3625825,3.8151698,-4.123427,0,0
7.380626,-9.87777,1.6799504,-2.8846703,-0.620939,2.7467356,-1.769232,0.6239365,3.3105044,-3.6224282,0,0
6.7566776,-9.155874,1.4305811,-2.468396,-0.6263732,2.672373,-1.5099472,0.45973527,3.1897762,-3.5553699,0,0
7.6513057,-10.140747,1.7520859,-2.9547958,-0.59628016,2.7365093,-1.751202,0.6054836,3.5517378,-3.8439584,0,0
7.3857317,-9.886121,1.5657063,-2.6957505,-0.60887605,2.7827678,-1.716226,0.6244462,3.4949236,-3.7831562,0,0
7.2580876,-9.755577,1.6247497,-2.7648892,-0.59933174,2.7446306,-1.7252803,0.64252234,3.3087258,-3.6035347,0,0
7.359132,-9.831145,1.6301547,-2.75427,-0.6549024,2.754331,-1.7511208,0.6810242,3.3229544,-3.6415198,0,0
7.023205,-9.439848,1.4938321,-2.541678,-0.63447106,2.7326057,-1.5894532,0.54424334,3.3054488,-3.6213217,0,0
7.2440023,-9.707807,1.5772581,-2.6896317,-0.6593165,2.7406054,-1.7004676,0.63269305,3.30696,-3.6448765,0,0
7.285757,-9.772745,1.5807428,-2.6824656,-0.64977247,2.7470531,-1.7049478,0.6540105,3.350294,-3.6892161,0,0
-6.95028,9.344732,-1.5514414,0.48783505,3.27313,-3.5650804,1.4388779,-2.4447303,-0.6868306,2.8470864,1,1
-7.2725463,9.745136,-0.6726749,2.8328009,1.6199784,-2.6966734,3.3111587,-3.623083,-1.6687341,0.5925789,1,1
-7.334896,9.8164835,-0.6490387,2.812346,1.6298718,-2.7380962,3.379581,-3.692725,-1.6764047,0.57331634,1,1
6.875328,-9.337662,1.544115,-2.6231809,-0.61320853,2.7503781,-1.6743921,0.5969019,3.0436125,-3.3672004,0,1
-7.3471503,9.830143,-0.65066314,2.8136852,1.6445074,-2.7313848,3.384653,-3.6991947,-1.6673265,0.5858781,1,1
7.2456164,-9.720068,1.6281666,-2.76543,-0.6620766,2.8304448,-1.6766043,0.5596026,3.278769,-3.5645905,0,0
7.3478065,-9.851366,1.703874,-2.8557107,-0.67733645,2.8451908,-1.6692886,0.5386435,3.2973075,-3.611821,0,0
-7.3681173,9.876751,-0.66065943,2.8331287,1.6585417,-2.7852962,3.3842854,-3.7012272,-1.6646311,0.5570986,1,0
-6.896641,9.292286,-0.67301595,2.8312535,1.4376539,-2.387884,3.3345058,-3.6561117,-1.4514651,0.41703737,1,1
-7.185393,9.664251,-0.67899317,2.8382769,1.5721221,-2.633586,3.271898,-3.596198,-1.6623797,0.5961909,1,1
-7.3766146,9.872921,-0.6754366,2.8289177,1.6728017,-2.7938154,3.3590603,-3.6891809,-1.6693158,0.56100637,1,1
-7.5440054,10.066101,-0.60407853,2.810782,1.7761971,-3.003822,3.5199404,-3.8022444,-1.6437895,0.44925296,1,1
6.9837303,-9.43248,1.4793397,-2.5244298,-0.6747733,2.8086557,-1.5874068,0.5338391,3.2422101,-3.5655546,0,0
-6.838458,9.24747,-0.64802647,2.822703,1.3711224,-2.3850446,3.3340125,-3.611175,-1.4852967,0.4285479,1,1
-7.218304,9.706311,-0.69115704,2.8268938,1.6250005,-2.7353525,3.2247467,-3.56465,-1.6774,0.5794153,1,1
-7.3404264,9.823048,-0.6168027,2.8348525,1.5507103,-2.6323912,3.49844,-3.7647552,-1.674474,0.59104943,1,1
-4.0553093,5.7445326,-0.057551727,2.0186727,1.0785253,-1.8296546,1.7466139,-1.8730791,-1.1726182,0.023126483,1,1
-4.8428373,6.764147,-0.5168381,2.588657,1.0958419,-1.9223566,2.0716023,-2.2824864,-1.1585548,-0.029353142,1,1
4.880853,-6.7490067,0.69662046,-1.3508058,-0.49212328,2.6231546,-1.2784438,0.16818166,2.4136658,-2.6068645,0,0
-5.35726,7.321145,-0.4035458,2.6273491,1.1597615,-2.0266051,2.6602218,-2.7650735,-1.1337314,-0.097882986,1,1
-5.200485,7.1735077,-0.5033358,2.6445246,1.1788445,-2.0579283,2.398949,-2.587203,-1.1193559,-0.1161482,1,1
0.0045078993,0.003872186,0.79254246,-1.473415,0.8079908,-1.4902074,-1.2676941,0.17794424,-1.2477379,0.16502401,0,0
-5.1276083,7.0734534,-0.45743126,2.620989,1.0757484,-1.8781803,2.429227,-2.582117,-1.1652013,-0.007833034,1,1
-4.123559,4.8155932,-0.94936943,-0.7628398,3.1762795,-2.7238894,0.50828654,-1.3925916,0.51037663,1.4619522,1,1
-3.017404,3.479151,-0.92016876,-0.8591653,1.6522117,-1.2177526,0.6330225,-1.585455,0.18799901,1.5351088,1,1
-3.8323195,4.4988437,-0.9788684,-0.8188541,2.34963,-1.844588,0.5938588,-1.5627491,0.09003772,1.9103605,1,1
-4.230135,4.9406433,-0.9561684,-0.6624031,3.1520462,-2.726234,0.60221505,-1.4053986,0.48029423,1.4714139,1,1
3.3777256,-3.9682598,2.747826,-2.2697248,-0.48086423,-0.9171356,0.21809116,1.7607133,0.36712652,-0.8549571,0,1
4.0234327,-4.660323,2.9329302,-2.4723687,-0.7625388,-0.8505122,0.32106426,1.6236382,0.6490278,-1.4148283,0,1
-3.9848802,4.6573706,-0.90861094,-0.7230851,3.122217,-2.7031455,0.40539026,-1.179108,0.451338,1.4982026,1,1
-3.9673693,4.612376,-0.9331821,-0.77911747,2.7574782,-2.2963,0.5051986,-1.3699969,0.22848961,1.7251966,1,1
2.9502697,-3.7636967,1.5168772,-2.5164127,-0.662129,2.7819653,0.40066513,-1.2632298,1.1719289,0.2714514,0,0
2.7233167,-3.437467,1.762187,-2.9247797,-0.5332595,2.5636654,0.5157559,-1.5358866,0.94362617,0.5150914,0,0
2.736216,-3.506293,1.4669243,-2.4321759,-0.6154566,2.7191136,0.37753218,-1.2069137,1.0313675,0.4380827,0,0
2.4417145,-3.1706824,1.592582,-2.7258105,-0.4738117,2.5018833,0.458072,-1.4574001,0.83339286,0.5996109,0,0
-2.925904,3.7435813,-0.662129,2.7819653,1.4647249,-2.3709283,1.1719289,0.2714514,0.37287882,-1.1378608,1,1
-2.8510885,3.6612015,-0.60309255,2.6966171,1.6488123,-2.7898214,1.0474234,0.39227486,0.4482398,-1.4329625,1,1
-2.7407556,3.5209162,-0.5469223,2.631353,1.6739377,-2.803557,0.9859053,0.46815422,0.46600965,-1.4458392,1,1
-2.750099,3.5331056,-0.60894835,2.6789725,1.5679209,-2.6034324,0.99580634,0.4316057,0.42257673,-1.3176935,1,1
-2.9696972,3.7524714,-0.64261806,2.7379324,1.6062672,-2.684865,1.1720607,0.27746442,0.4512486,-1.3928614,1,1
-2.3478432,3.0760932,-0.42321312,2.4835112,1.4457917,-2.432516,0.8815185,0.5876913,0.40268007,-1.2522427,1,1
-0.25084716,0.5080161,0.8456403,0.7408487,1.488193,-2.2956424,0.1111172,1.3363783,0.50282276,-1.1920967,1,1
-1.0884509,1.6052152,0.17393538,1.6745917,1.2574847,-2.0792022,0.43027505,1.0217137,0.4253735,-1.1268648,1,1
-2.278826,3.0050678,-0.36059237,2.408308,1.5269876,-2.6095257,0.8001806,0.65783775,0.40893468,-1.3549279,1,1
2.859923,-3.6038723,1.3845499,-2.313049,-0.58346283,2.6721406,0.31506255,-1.1166588,1.2069728,0.26465857,0,0
3.0175717,-3.8316548,1.4748454,-2.4703555,-0.5658044,2.68433,0.33767742,-1.1775988,1.3145993,0.14543179,0,0
2.4542112,-3.206073,1.0781798,-1.8783206,-0.65769804,2.7253885,0.31080976,-1.0078875,1.0291431,0.38974884,0,1
0.11257982,-0.19873178,-0.32166272,2.4634466,-0.42564362,2.5827293,1.0526205,0.64619076,1.0612195,0.5667417,0,1
-2.6136074,3.3626604,-0.5374568,2.5862837,1.629153,-2.7465959,0.9087664,0.53011614,0.46176863,-1.4401029,1,1
-6.8168173,9.145418,-0.64523995,2.7361908,1.5462582,-2.6089602,2.984334,-3.2737765,-1.6409853,0.52649164,1,1
-7.2713385,9.720137,-0.6540616,2.8266506,1.6951361,-2.8307257,3.3435435,-3.6229455,-1.5785971,0.4398147,1,1
6.6907187,-9.006554,1.5660847,-2.649809,-0.582388,2.645104,-1.6304777,0.50483817,2.9117682,-3.2068028,0,0
7.25753,-9.62071,1.8845298,-3.1822743,-0.6387863,2.792172,-1.5895342,0.2752016,3.1446803,-3.3710623,0,0
0.16817248,-0.1652374,1.9566028,-3.2912781,1.7622087,-2.991325,-1.5771991,0.22852948,-1.6034207,0.36324528,0,0
-1.0884862,1.3120732,-0.6763543,2.7690756,-0.08798815,2.1126518,3.1273918,-3.4153037,2.6272717,-2.7596545,1,0
5.1752796,-7.326045,1.4065552,-2.402852,-0.05491866,1.9081635,-1.5541314,0.50624657,2.1596742,-2.508783,0,0
6.0740547,-8.363245,1.4284916,-2.363536,-0.47820252,2.510079,-1.4151313,0.4038551,2.7522292,-3.0857759,0,0
-6.938819,9.366886,-0.6267437,2.7322683,1.739047,-2.9179847,2.9943092,-3.3200674,-1.578719,0.3965651,1,1
-6.6288357,8.938184,-0.58980477,2.6606808,1.4656937,-2.502599,2.946598,-3.2457366,-1.6267393,0.52916783,1,1
-6.9232063,9.367095,-0.62229586,2.7217145,1.756214,-2.9680552,2.9693468,-3.309956,-1.5753498,0.36736977,1,1
-6.9597645,9.3386,-0.6836561,2.7937741,1.5775654,-2.655919,3.0717998,-3.3753695,-1.6267433,0.5135372,1,1
-6.691699,9.009142,-0.6104889,2.6675782,1.5384251,-2.6153455,2.9066863,-3.2101672,-1.6360986,0.51605177,1,1
-6.8182287,9.20042,-0.6479993,2.74045,1.5611868,-2.6107893,3.0021253,-3.324,-1.6069174,0.5251809,1,1
6.784957,-9.157396,1.6036534,-2.7353668,-0.65311706,2.6801763,-1.6339068,0.4717486,2.8942797,-3.2701044,0,0
6.728648,-9.096915,1.505201,-2.55877,-0.6611893,2.7150087,-1.6167719,0.5178038,2.9454856,-3.3053324,0,0
5.744705,-7.992961,1.6498439,-2.7472973,-0.30843407,2.1704671,-1.5027415,0.3964057,2.2836854,-2.6787908,0,0
-7.0581994,9.45865,-0.6694724,2.816818,1.6132066,-2.7231693,3.1477985,-3.4434104,-1.6277218,0.47525162,1,1
-7.182969,9.60231,-0.6876993,2.845829,1.6853648,-2.8551207,3.2040393,-3.4775667,-1.6058656,0.42379373,1,1
-6.694401,9.054151,-0.5719945,2.6380444,1.6812377,-2.8373215,2.8308241,-3.145237,-1.6103446,0.43354774,1,1
6.7068825,-9.106453,1.6347466,-2.6869774,-0.6027721,2.686722,-1.5529203,0.46780816,2.9164433,-3.2649455,0,1
-6.832807,9.21609,-0.6284056,2.7218814,1.591965,-2.690911,2.9847393,-3.299161,-1.6276976,0.504137,1,1
4.9924655,-6.925687,1.3630964,-2.2532308,-0.06707987,1.912101,-1.2359705,0.23803972,2.3263187,-2.5223155,0,1
7.1041937,-9.47086,1.620996,-2.7159083,-0.69750494,2.8152308,-1.6228435,0.4820638,3.1628494,-3.4576569,0,0
-0.45645905,0.49207184,1.3494248,-2.2036204,1.502906,-2.5302644,-1.2180591,0.24983221,-1.521037,0.4152601,1,0
-7.067046,9.485354,-0.67219776,2.8077765,1.6095169,-2.702599,3.1575933,-3.4763198,-1.6277382,0.49865907,1,0
-6.475329,8.773507,-0.5797655,2.6563733,1.4263349,-2.4217882,2.911478,-3.213616,-1.5577503,0.4817308,1,1
-7.0195684,9.42706,-0.67100227,2.8269558,1.4974236,-2.523881,3.2467723,-3.5437632,-1.6043702,0.5324601,1,1
-7.043518,9.457369,-0.68184304,2.8006759,1.6580062,-2.7810822,3.1118364,-3.4198756,-1.5918324,0.4557352,1,1
-6.728896,9.085155,-0.60970104,2.6904068,1.54638,-2.5943534,2.940263,-3.259369,-1.6325521,0.5410255,1,1
-6.9605527,9.33733,-0.678535,2.7997117,1.5414073,-2.6077187,3.1019769,-3.3955736,-1.6386333,0.5343256,1,1
-6.7068195,9.062671,-0.5917125,2.6553032,1.566501,-2.6698132,2.9121926,-3.2309837,-1.6364136,0.50657094,1,1
-6.8226595,9.22561,-0.6376512,2.721035,1.5940921,-2.6798148,2.9814959,-3.3220448,-1.6094203,0.50271505,1,1
-7.1671343,9.580379,-0.6827857,2.8489394,1.5909777,-2.6668003,3.2719936,-3.5692139,-1.621377,0.49542513,1,1
-6.9800396,9.363763,-0.6788932,2.8104992,1.5726104,-2.6556697,3.0968428,-3.3885448,-1.6316934,0.50904906,1,1
-7.1855035,9.625542,-0.6786605,2.8559074,1.6033442,-2.693755,3.2825007,-3.5801558,-1.6209979,0.49572396,1,1
-6.9268284,9.299459,-0.6689443,2.8150783,1.5123222,-2.5716453,3.1089914,-3.3921146,-1.6365705,0.52062094,1,1
-6.4054933,8.739274,-0.5141127,2.568913,1.5057261,-2.579049,2.7553709,-3.080874,-1.6302838,0.5104379,1,1
-7.0493584,9.46875,-0.70716757,2.8454535,1.6009421,-2.6835637,3.1169283,-3.4331489,-1.6243198,0.5065837,1,1
-6.8933296,9.302768,-0.6655415,2.7685127,1.6230992,-2.7473845,2.9844546,-3.31602,-1.6202345,0.4708514,1,1
-7.002263,9.433168,-0.70813465,2.8425827,1.5964652,-2.6952596,3.0734546,-3.3988569,-1.6242086,0.49646908,1,1
-6.380973,8.754287,-0.55857885,2.605407,1.499281,-2.5026908,2.773818,-3.1384683,-1.5492947,0.5077202,1,1
-6.622594,8.999832,-0.6200223,2.6835032,1.4909009,-2.5376856,2.8882408,-3.233461,-1.6234298,0.5451828,1,1
-6.4628,8.820638,-0.6419775,2.745917,1.3722975,-2.3439708,2.9593005,-3.2859366,-1.4892244,0.44481385,1,1
1.0934705,-1.7942531,0.13312778,1.4219632,-0.5665608,2.5975041,2.4697962,-2.5622814,2.863578,-3.1809936,0,0
6.75265,-9.165321,1.6662624,-2.8374796,-0.6032182,2.6404507,-1.6094371,0.43053687,2.873732,-3.256855,0,0
6.7306952,-9.126167,1.4590886,-2.4788823,-0.67855877,2.7693405,-1.5420748,0.5077443,3.050973,-3.3702006,0,0
-6.8470874,9.222905,-0.67209125,2.799233,1.4823562,-2.5045516,3.0865662,-3.3912592,-1.6060739,0.527862,1,1
-6.899393,9.29771,-0.6438621,2.7501578,1.6420988,-2.758555,3.0064826,-3.317121,-1.6069496,0.47187653,1,1
5.912489,-8.143332,1.344543,-2.3091881,-0.42883545,2.4159484,-1.469214,0.41181535,2.6698966,-3.0063791,0,0
5.4961896,-7.703285,1.1645898,-2.0529249,-0.42353603,2.4193914,-1.2437382,0.20880127,2.6643257,-3.0221674,0,0
-6.4271955,8.726713,-0.6025406,2.6896274,1.4348881,-2.4148731,2.9387307,-3.247108,-1.4510362,0.37510493,1,0
1.7717426,-2.359055,0.5022106,1.1596023,-0.513598,2.515822,1.968878,-2.0891638,2.724812,-3.091999,0,0
-6.581841,8.968045,-0.58851767,2.689679,1.5025549,-2.5227828,2.9130888,-3.2381368,-1.5776796,0.51744777,1,0
-7.0761776,9.479515,-0.6769365,2.815375,1.6520227,-2.767229,3.1291723,-3.4267325,-1.6180456,0.47017854,1,1
-6.5676837,8.933781,-0.60626405,2.6706758,1.4842938,-2.5073698,2.9011436,-3.2519226,-1.5759826,0.50381315,1,1
-6.4551554,8.793398,-0.5379398,2.5874019,1.5133102,-2.5536983,2.8095763,-3.1356175,-1.5943291,0.5166809,1,1
-7.093891,9.511133,-0.6736591,2.8233771,1.6065842,-2.6777241,3.224176,-3.510705,-1.5894717,0.4993264,1,1
-6.838065,9.2240095,-0.65634996,2.7804427,1.5096577,-2.5662906,3.0500076,-3.3480673,-1.62205,0.5292094,1,1
-6.149376,8.37805,-0.48308873,2.4897327,1.4140128,-2.3781269,2.7582552,-3.0665383,-1.4940189,0.44365156,1,1
-6.6633945,8.989027,-0.59333456,2.6448727,1.5776314,-2.6254416,2.8862307,-3.1969512,-1.606198,0.5217624,1,1
-6.9451995,9.337244,-0.6743696,2.778798,1.6161674,-2.7247734,3.0325232,-3.3470373,-1.6221395,0.48663554,1,1
7.2107577,-9.614043,1.6797621,-2.8134103,-0.68910474,2.811602,-1.6041106,0.45504177,3.23778,-3.5339892,0,0
6.723744,-9.060547,1.7295985,-2.9279928,-0.5670517,2.591546,-1.5915828,0.3830315,2.835511,-3.157977,0,0
6.8224583,-9.196037,1.5427749,-2.633924,-0.6634574,2.731823,-1.6388283,0.51366246,2.9773974,-3.316628,0,0
6.7121325,-9.107555,1.5459112,-2.6197553,-0.6211689,2.705287,-1.6320986,0.53070056,2.9129536,-3.2518122,0,0
-6.071059,8.283393,-0.41305056,2.3936625,1.5166001,-2.4951475,2.625091,-2.9327602,-1.5163171,0.46182263,1,1
-6.9345465,9.357345,-0.6535316,2.7557142,1.7181644,-2.8768573,2.9769595,-3.304618,-1.5858908,0.42015567,1,1
6.7915144,-9.050431,1.5395963,-2.4470685,-0.6314234,2.8086808,-1.350313,0.26188433,3.2701814,-3.532798,0,0
4.345806,-5.025058,0.98066616,-1.8805124,0.27826482,0.9041503,-1.102703,-0.5182408,2.5407019,-2.758636,0,1
4.4726577,-5.170499,0.9252307,-1.7093438,0.5650529,0.7898115,-1.1155719,-0.3923435,2.996908,-3.0636873,0,1
-4.2947707,5.0163007,0.24433142,0.9992852,0.9783326,-1.8792328,2.4536924,-2.6519585,-1.107077,-0.514176,1,0
-4.362437,5.0422883,0.30434334,0.92023444,0.9808478,-1.8607056,2.5897164,-2.7595947,-1.0962161,-0.49824655,1,0
-4.315098,5.026788,0.2906959,0.9305823,0.89216244,-1.720967,2.574185,-2.7769647,-1.139446,-0.40172595,1,0
-4.2707744,4.98878,0.24773973,0.9788456,0.96068716,-1.8553995,2.4384336,-2.6507347,-1.1193935,-0.49619985,1,0
4.325623,-5.0030303,0.8311798,-1.6227568,0.29685828,0.9110168,-1.1802949,-0.3291198,2.6110067,-2.7983766,0,1
3.9965565,-4.676099,0.8241836,-1.5436373,0.15873867,1.0227122,-1.1805177,-0.27536637,2.150594,-2.3851156,0,1
4.170979,-4.8413343,0.7960739,-1.5465682,0.21273825,0.97702885,-1.2086276,-0.28618336,2.3790157,-2.6039205,0,1
4.3153944,-4.9952183,0.833869,-1.63872,0.2881379,0.9239843,-1.1766906,-0.34525418,2.592973,-2.777768,0,1
4.312844,-4.9882174,0.85062873,-1.6063023,0.31485793,0.8987685,-1.1552246,-0.32339042,2.6218486,-2.8065372,0,1
4.317642,-4.9943323,0.87268937,-1.6636939,0.2620101,0.95153683,-1.1538167,-0.35695112,2.5531464,-2.7360525,0,1
0.71575105,-0.75935173,0.061538845,1.0364807,0.29612237,0.9620699,1.6707277,-1.972674,2.6210623,-2.8064365,0,1
-4.325074,5.02278,0.27553457,0.94187665,0.9094498,-1.7315128,2.5561585,-2.7539582,-1.1350006,-0.40456793,1,0
-4.180068,4.8461103,0.24213427,0.966095,0.7483896,-1.4524306,2.4617898,-2.6509361,-1.212023,-0.22335151,1,0
-6.7761106,9.119558,-0.5751694,2.6779108,1.4276725,-2.4329302,3.09209,-3.4256096,-1.681179,0.5831076,1,1
-6.4136896,8.654633,-0.4851648,2.492999,1.3878698,-2.401692,2.8252573,-3.1558714,-1.7153978,0.6040702,1,1
-6.9869857,9.316971,-0.5621804,2.6448405,1.4589999,-2.5052643,3.2464411,-3.5700483,-1.7193645,0.596818,1,1
-7.281763,9.7664385,-0.54338014,2.6675913,1.5646704,-2.6866055,3.3741734,-3.7246075,-1.7995389,0.68763465,1,1
-7.5390472,10.052072,-0.49418133,2.6484559,1.7143329,-2.936524,3.5208354,-3.8187218,-1.8096976,0.64836997,1,1
-6.6424236,9.074542,-0.4347986,2.5334463,1.4383593,-2.5240383,3.0821095,-3.407381,-1.6871563,0.6096766,1,1
-5.676593,7.950596,-0.314542,2.3879042,1.1875191,-2.1403584,2.9481902,-3.2457483,-1.2263414,0.17658496,1,1
0.027942538,1.405256,1.7721294,-0.99072504,0.92280126,-1.5959791,0.21028161,-1.1282523,-0.611104,-0.32825023,1,1
-6.86256,9.321464,-0.47416207,2.5602498,1.4874747,-2.5961797,3.1743712,-3.5385296,-1.7265515,0.62650466,1,1
6.770467,-9.150111,1.5011141,-2.537623,-0.55117255,2.61688,-1.5378408,0.46146983,3.180339,-3.5341387,0,0
-7.1418943,9.575978,-0.5220154,2.6276586,1.6025931,-2.745514,3.2570577,-3.5671968,-1.760228,0.635609,1,0
7.307225,-9.751459,1.6392893,-2.7708454,-0.59974337,2.7144084,-1.7608107,0.65132993,3.3073816,-3.6148748,0,1
4.6737986,-6.555543,1.1275908,-1.9740219,-0.0697896,1.8503177,-1.3406717,0.33959746,2.1357462,-2.3916056,0,1
-6.640935,8.985598,-0.3940899,2.5571294,1.3595307,-2.3627312,3.287148,-3.578271,-1.6001666,0.48746592,1,1
-6.008565,8.285556,-0.5603498,2.6671953,1.1062009,-2.0107923,2.8631556,-3.1649547,-1.4788587,0.44261324,1,1
-6.2625937,8.551407,-0.51088464,2.6217256,1.1349895,-2.0498114,3.089344,-3.3932214,-1.5273758,0.48664844,1,1
-2.4662786,4.075136,1.0818753,0.31714395,1.0056448,-1.7980833,1.2963125,-1.7016084,-1.2461965,0.25830033,1,1
-3.2904491,4.91449,0.85023785,0.630989,1.1526899,-2.007357,1.5622348,-1.8607104,-1.4257623,0.4154341,1,1
5.7130384,-7.9554677,1.1271408,-2.0750592,-0.53956676,2.5953732,-1.5330161,0.4685732,2.5133145,-2.8164625,0,1
3.76832,-5.6463537,1.1069262,-1.9569153,0.29184884,1.4530251,-1.4051558,0.37877962,1.5480869,-1.8576336,0,0
-5.3193955,7.527714,-0.38867745,2.3869283,1.146597,-2.087494,2.241156,-2.5754564,-1.5429649,0.47783464,1,1
-4.725813,6.7735095,-0.012282014,1.9571829,1.2354507,-2.2284641,1.9382669,-2.1563776,-1.5398133,0.43148464,1,1
5.7369227,-7.9984202,1.0415809,-1.8904152,-0.593135,2.6877103,-1.4450499,0.44816357,2.657157,-2.9721313,0,1
5.517841,-7.745375,0.85132456,-1.64014,-0.57855374,2.6777997,-1.309982,0.31733876,2.7779808,-3.1100965,0,1
6.241688,-8.592615,1.202905,-2.1978014,-0.49004865,2.6311278,-1.5352223,0.44565603,3.013512,-3.3180304,0,0
3.3973584,-4.7849894,1.0340524,-1.4085612,0.19055557,1.4184893,-0.72945935,-0.24628913,1.8244025,-2.204228,0,1
0.6846541,-0.88038063,-0.14823589,2.1412387,-0.46482366,2.5966477,2.1788335,-2.5101686,2.5468998,-2.9351401,0,0
1.8308194,-3.3139906,0.94850576,-1.5505232,0.9940569,0.32585943,-1.0681504,0.06963,0.8082201,-1.3679779,0,0
4.9629607,-6.7376018,1.4732871,-1.9187005,-0.334283,2.3085012,-0.9210751,-0.15121952,2.2343154,-2.6616197,0,0
-6.1774516,8.295779,-0.6186007,2.723837,1.4049911,-2.1594744,2.7630742,-3.1299267,-1.3907856,0.2825415,1,1
5.2012987,-7.228391,1.3121287,-2.0804772,-0.2533859,2.2330804,-1.3320546,0.27161363,2.3037295,-2.64322,0,0
6.477944,-8.660752,1.4911413,-2.4316175,-0.6275929,2.7507753,-1.4756145,0.24443182,2.883595,-3.2339272,0,0
