undermine_score,support_score,cp_distance,cop_distance,predict_label,distance_label,gold
-5.8782487,5.5659857,0.034464777,1.7379162,1,1,1
-4.4849477,3.5897536,0.1449086,1.814178,1,1,1
4.804569,-4.735929,1.8529781,0.0022175908,0,0,0
-3.9412644,2.78061,0.11564934,0.0028754473,1,0,1
5.563241,-5.7992563,1.982742,0.0033430457,0,0,0
5.3438406,-5.371305,1.933045,0.013260603,0,0,0
5.3957424,-5.3676357,1.9371358,0.0019440651,0,0,0
1.3724781,-2.973396,0.7041273,0.07496011,0,0,0
5.356928,-6.5918474,1.5987093,0.052221715,0,0,0
3.7052143,-4.738938,1.7318754,0.0022327304,0,0,0
-1.9142759,0.47974062,0.34679633,0.012818158,1,0,0
0.071659915,-0.14091642,0.3034826,0.025320232,0,0,1
0.02017649,3.6943083,0.51248145,1.7339498,1,1,1
-1.1184312,4.2534738,0.07091135,1.833507,1,1,0
4.8832607,-5.9075875,1.857585,0.0033099055,0,0,0
-3.3154416,4.847776,0.004088223,0.80311644,1,1,1
5.5889306,-5.9852276,1.9332898,0.015193522,0,0,0
6.4705334,-2.800468,1.9457076,1.8810813,0,0,0
4.83254,-5.2197394,1.955899,0.0061761737,0,0,0
0.7755059,-0.47333702,1.1539096,1.9776437,0,1,1
3.5792603,-3.4045804,1.6190503,0.016375244,0,0,1
3.4273117,-3.1563091,1.607312,0.086452544,0,0,1
3.962641,-3.7255082,1.6856167,0.038455367,0,0,1
3.3650122,-0.10448944,1.5140107,1.7649407,0,1,1
4.5418205,-4.1877627,1.1958369,1.2861861,0,1,1
7.652405,-7.1418643,1.6676437,1.6043,0,0,1
-0.14543442,1.1905588,0.7149528,0.99659586,1,1,1
-1.0846813,2.3378344,0.2722993,0.2725178,1,1,1
-3.4247904,4.1688614,0.24899888,1.0445007,1,1,1
-2.3909273,1.7629461,0.43019092,1.4641423,1,1,1
-0.44496953,-0.046602394,0.5845765,1.3176537,1,1,1
5.279903,-5.940175,1.5289625,0.001600802,0,0,0
6.182431,-2.300222,1.8573756,1.8350186,0,0,0
3.94899,-3.8655276,1.7340335,0.014159322,0,0,0
3.3139913,-4.1811604,1.7492079,0.039281428,0,0,0
6.162529,-2.200321,1.8410268,1.8322897,0,0,0
-3.088967,3.9747615,0.21799588,0.24858868,1,1,0
4.9768414,-0.6462305,1.641693,1.6383699,0,0,0
-4.7262692,3.8365026,0.005944848,0.012693405,1,1,0
3.1633158,0.7157357,1.3928702,1.3104284,0,0,0
4.749057,-5.352363,1.9570171,0.019502461,0,0,0
1.1759583,-1.2068939,0.99379414,0.09263313,0,0,0
0.89069134,-2.3305752,0.55399406,0.0069588423,0,0,0
3.2096417,-3.6413,1.2739551,0.009216785,0,0,0
5.1772323,-5.4250197,1.9650004,0.0031910539,0,0,0
4.8422313,-2.7465854,1.5187819,1.7098153,0,1,1
4.057082,-5.0022283,1.922135,0.004921317,0,0,1
-4.2998557,3.9407723,0.06936324,1.7715678,1,1,1
-5.031993,4.8032203,0.16121274,1.6282392,1,1,1
-4.953706,4.561246,0.21859008,1.8041173,1,1,1
-0.20428343,-0.18624015,0.530105,1.4038025,1,1,1
8.103567,-7.642016,1.6103957,1.2860799,0,0,1
2.5905514,-2.2164254,0.8148517,1.2239037,0,1,1
1.0151303,-1.0295099,0.48645538,0.5699139,0,1,1
0.52535707,-0.023556259,0.46088892,0.8806485,0,1,1
4.43453,-5.577088,1.721273,0.043960452,0,0,0
4.763826,-5.822519,1.8378047,0.0020049214,0,0,0
4.47465,-5.1103873,1.9135703,0.094465375,0,0,0
6.366034,-2.2320755,1.9658827,1.9122006,0,0,0
5.0449195,-6.0461626,1.8100004,0.037487328,0,0,0
1.7634685,-2.540762,1.0143133,0.0031459332,0,0,0
2.7935455,0.8737638,0.78205734,1.8727033,0,1,1
2.5831244,-3.3538258,1.3536061,0.054881394,0,0,1
4.714227,-4.4292884,1.8375444,0.02760303,0,0,0
4.2568893,-4.52296,1.7976325,0.06009698,0,0,0
5.897193,-1.4066657,1.7915479,1.677539,0,0,0
1.7317042,-1.5663446,0.72199684,1.7070692,0,1,1
-0.21752802,0.109134234,0.22617996,0.0074062943,1,0,0
6.628207,-4.234944,1.5627221,0.026228309,0,0,0
6.336784,-3.875303,1.518038,0.014723897,0,0,0
7.8373823,-5.5214376,1.6840036,0.01639086,0,0,0
4.542332,-4.913404,1.965775,0.053716242,0,0,0
4.9719005,-5.1689305,1.9039209,0.0030816197,0,0,0
5.54376,-5.8897476,1.9626491,0.0016444325,0,0,0
6.0013256,-4.9474635,1.962755,0.41628903,0,0,0
5.0760717,-5.386119,1.9333994,0.005738914,0,0,0
4.1035604,-0.08743613,1.5338645,1.380033,0,0,1
5.233087,-5.5813127,1.8703163,0.006274283,0,0,0
0.15845159,0.6964738,0.573116,0.42503947,1,0,0
0.96105504,0.002810542,0.5996028,0.36479795,0,0,0
-0.6356347,0.26931173,0.47375947,0.3110875,1,0,0
5.32979,-1.909202,1.7684337,1.9200108,0,1,0
-2.898451,5.1261215,0.013780594,1.6295738,1,1,0
-2.1715417,2.5616844,0.2559337,1.9267318,1,1,1
-6.0671067,5.516223,0.0003696084,1.9001224,1,1,1
-3.578292,2.9167376,0.007388413,0.0027362108,1,0,1
11.343354,-10.724736,1.9533249,0.029669523,0,0,0
10.728795,-9.157192,1.9428986,0.039765537,0,0,0
10.987855,-10.508088,1.8313186,0.1482032,0,0,0
10.937501,-10.531909,1.8164467,0.11652422,0,0,0
11.368676,-10.526876,1.845453,0.012533188,0,0,0
11.640815,-10.818334,1.8838334,0.01318413,0,0,0
11.098281,-10.802281,1.8531902,0.14578539,0,0,0
11.42054,-10.807136,1.8701395,0.0559569,0,0,0
11.317875,-10.798549,1.8673868,0.08440888,0,0,0
11.632946,-10.650276,1.8930876,0.013638258,0,0,0
11.824417,-10.917449,1.9025183,0.0042467713,0,0,0
11.379211,-10.718112,1.847682,0.029730976,0,0,0
7.2411513,-4.710995,1.6569164,0.056878865,0,0,0
0.1276686,-0.4209483,0.21415716,0.04890579,0,0,0
2.41277,-0.49833554,1.3292886,1.7173879,0,1,1
-2.542195,3.8381932,0.27053744,0.3734793,1,1,1
-2.5890954,1.5250685,0.249829,1.891268,1,1,1
-5.4198933,4.41281,0.071092606,1.9344198,1,1,1
-5.262915,4.0638847,0.09373963,1.9535296,1,1,1
-5.8274693,4.8487897,0.05511558,1.932349,1,1,1
-5.2694983,4.599313,0.06031835,1.7762101,1,1,1
5.2343926,-5.595715,1.9819071,0.0029639602,0,0,0
-2.6710625,2.7188423,0.24152273,1.4103489,1,1,0
8.257633,-7.3509994,1.7007341,1.1531959,0,0,0
8.283832,-8.742523,1.6663433,0.6955591,0,0,0
7.9016657,-6.8904214,1.5666078,0.8558857,0,0,0
0.24185807,0.9329535,1.0594056,1.4195162,1,1,0
4.540011,-2.6573615,1.412995,0.20664626,0,0,0
2.2552118,-1.1983786,1.4257777,1.492724,0,1,1
5.153013,-5.2451153,1.9372537,0.04453844,0,0,0
-3.257408,5.533272,0.0028247833,1.4227753,1,1,1
-3.1136203,3.3379693,0.1667791,1.1575391,1,1,0
4.8810506,-4.2994337,1.8233774,0.09529573,0,0,0
-2.7712338,6.12245,0.0017874241,1.8674526,1,1,1
-2.502468,5.737684,0.0047272444,1.898569,1,1,1
-2.7377787,5.9856873,0.0025891662,1.8055243,1,1,1
5.0959487,-6.0010843,1.9574335,0.016975105,0,0,0
3.908308,-0.010307307,1.5708385,1.6989118,0,1,1
-3.4668732,2.145784,0.020943046,0.01739788,1,0,0
-2.0189426,1.3462157,0.36628973,0.069924295,1,0,1
-4.0275574,2.6890564,0.0035681725,0.0024393797,1,0,1
5.1994905,-5.2072787,1.7977965,1.3773849,0,0,0
3.5414577,-2.453135,1.5015162,0.46960384,0,0,0
5.6992617,-2.1722095,1.6823239,1.8927028,0,1,0
6.5471807,-2.2311435,1.9552387,1.8593711,0,0,0
4.711661,-4.753147,1.873944,0.0073050857,0,0,0
5.0832915,-4.903147,1.9265589,0.023514092,0,0,0
0.22636701,-0.56317973,0.44602942,0.07684195,0,0,0
4.792902,-4.771024,1.8969471,0.0027065277,0,0,0
4.936113,-4.8796315,1.887609,0.008607388,0,0,0
3.2410073,0.041103963,1.502425,1.6120055,0,1,0
5.01095,-5.0951633,1.925236,0.013288856,0,0,0
5.4393263,-5.4167438,1.9037936,0.0016676188,0,0,0
5.250283,-5.1726823,1.9610018,0.025466383,0,0,0
5.822919,-3.9234538,1.9109776,0.39470887,0,0,0
5.17303,-5.4410396,1.970083,0.0052400827,0,0,0
4.002405,-4.5604734,1.9192665,0.0047696233,0,0,0
4.893894,-4.7113786,1.8647411,0.0211761,0,0,0
5.9497876,-5.135454,1.96613,0.101591825,0,0,0
4.133407,-4.1941705,1.8234103,0.012875438,0,0,0
-3.9355297,2.8068013,0.049341083,0.089576066,1,1,0
4.6697297,-5.0890794,1.9522636,0.008535802,0,0,0
5.52294,-3.6919954,1.9515088,0.6890575,0,0,0
3.7412817,-4.4384828,1.8997722,0.005268693,0,0,0
-5.149595,4.703119,0.014853895,1.7979047,1,1,1
5.2310686,-3.4514804,1.8556654,1.8331922,0,0,1
-3.3360615,3.4648232,0.13365895,1.7665279,1,1,1
-3.6795387,3.3755105,0.08499408,1.7728441,1,1,1
-3.4934046,2.4255176,0.010167956,0.007973254,1,0,1
5.0272055,-4.6659994,1.9276366,0.03099513,0,0,1
2.9208636,-3.6077785,0.8654871,0.0023252368,0,0,0
-6.233037,7.672825,0.02260995,1.1832333,1,1,1
-6.446475,7.7003794,0.015095532,1.187929,1,1,1
11.93719,-11.10475,1.9603097,0.049289286,0,0,0
12.066396,-11.198217,1.9633055,0.0071240664,0,0,0
-6.344106,5.865187,0.018114567,1.785338,1,1,0
-5.4425664,4.64991,0.01933968,1.9611626,1,1,1
-5.272725,4.7476735,0.018184066,1.9685919,1,1,1
5.7157493,-3.0282314,1.5982485,1.4559381,0,0,0
-2.5836802,5.912577,0.006026745,1.9691147,1,1,1
-2.7957182,6.2031536,0.0030549765,1.9572742,1,1,1
6.652013,-2.1117973,1.8973132,1.8722165,0,0,0
5.5027895,-5.990981,1.98452,0.0011166334,0,0,0
7.148688,-2.9250293,1.9830208,1.9481452,0,0,0
6.7976937,-2.4149473,1.9440471,1.8944082,0,0,0
5.6783705,-5.1396937,1.9800745,0.12705314,0,0,0
5.9041796,-5.7939863,1.6091583,0.6315794,0,0,0
3.2454607,-4.326133,1.5325196,0.4539681,0,0,1
0.48415303,1.8574748,0.258506,1.028404,1,1,0
-1.1006982,0.11301524,0.732808,0.42954123,1,0,0
2.002982,-2.2968292,1.2737974,0.3075875,0,0,0
2.6737876,-3.6722176,1.4306078,0.52109146,0,0,1
4.8801627,-5.58251,1.920263,0.018388629,0,0,0
5.053555,-5.4608006,1.9161358,0.010343492,0,0,0
3.137264,-3.767187,1.7621111,0.06454891,0,0,0
2.5059028,-4.1053643,0.8075577,0.029660642,0,0,0
7.3320913,-3.74115,1.5909355,1.9566019,0,1,0
6.778031,-3.43783,1.9472512,1.7959595,0,0,0
3.2735882,-3.5463386,1.6213733,0.00501436,0,0,0
4.608299,-5.2023134,1.886426,0.03934318,0,0,0
-3.835525,2.5994003,0.10493803,0.04967624,1,0,0
4.692451,-2.113777,1.2560965,0.87282103,0,0,0
4.797874,-1.3046486,1.7576663,1.6798729,0,0,0
4.9674835,-5.5648437,1.9122128,0.025733948,0,0,0
5.159348,-1.687952,0.9296299,1.9458138,0,1,0
11.899852,-11.148278,1.9692776,0.024401069,0,0,0
10.502774,-9.470293,1.9465864,0.84969455,0,0,0
-7.769685,7.7263165,0.0026833415,1.4955524,1,1,1
-5.10202,6.1793404,0.0046227574,0.019092858,1,1,1
10.439377,-9.846168,1.9723142,1.0437092,0,0,0
9.640885,-9.770218,1.9283841,1.8426615,0,0,0
-3.4259896,3.0496638,0.005543053,0.0073607564,1,1,0
4.7418776,-5.487514,1.9087002,0.0027199388,0,0,0
-3.795368,4.519318,0.11422992,0.91638833,1,1,0
-3.5405297,4.3108134,0.15587401,0.007856905,1,0,1
5.0070715,-5.0568037,1.9473553,0.04732406,0,0,0
1.9335124,-2.653154,1.1053468,0.009327531,0,0,0
2.2559502,-3.470416,1.7193843,0.018073618,0,0,0
4.429312,-5.585178,1.6615632,0.00342232,0,0,0
3.10576,-4.147545,1.7983856,0.0037161112,0,0,0
6.380109,-1.913864,1.870822,1.8512414,0,0,0
6.185329,-1.741176,1.8332276,1.8012304,0,0,0
5.431672,-1.7765836,1.8865877,1.8124955,0,0,0
-3.3455834,6.0744953,0.011203527,1.463686,1,1,1
1.6016136,-2.7963715,0.68450177,0.0010952353,0,0,1
-3.026726,6.3757114,0.0046545267,1.8526056,1,1,1
4.3653975,-0.8111485,1.623528,1.4960362,0,0,0
-5.06406,4.406741,0.11561316,1.3946931,1,1,0
5.469636,-4.6151843,1.951486,0.30320954,0,0,0
4.1775937,-5.006341,1.792523,0.0009120703,0,0,0
5.145192,-5.153104,1.9001484,0.01002717,0,0,0
5.1984553,-5.2712717,1.9205,0.0068365335,0,0,0
6.0303483,-7.1032763,1.9465655,0.05852282,0,0,0
5.905633,-4.9997754,1.1510307,0.21749943,0,0,0
-4.5138445,3.5165527,0.068427026,1.9830201,1,1,1
1.4548837,-0.7433507,0.61216986,0.41324425,0,0,0
6.1080775,-6.84867,1.4557171,1.473905,0,1,1
4.5241294,-4.499556,1.8033962,0.00095427036,0,0,0
4.598041,-4.753879,1.8219678,0.004632354,0,0,0
4.660791,-4.487113,1.804282,0.001129508,0,0,0
-5.798539,5.3897285,0.034875512,1.8965108,1,1,1
-5.944819,5.363233,0.002965808,1.913554,1,1,1
-5.3667035,5.069609,0.11546236,1.9289465,1,1,1
-0.32774317,0.8842184,0.41396224,1.6720095,1,1,1
-6.2552295,7.6503477,0.018357694,1.1692606,1,1,1
-6.469233,7.684369,0.011880696,1.1739733,1,1,1
12.024346,-11.222278,1.9635417,0.046082377,0,0,0
12.153067,-11.317933,1.9662626,0.0063341856,0,0,0
-4.621223,5.6254787,0.010153532,0.012348235,1,1,1
4.71783,-5.7702246,1.9144828,0.08330625,0,0,0
7.020121,-2.8106766,1.896096,1.7601475,0,0,0
7.4246087,-6.1316695,1.7162154,1.1401737,0,0,0
4.169788,-2.4932964,1.1877642,0.8611231,0,0,0
10.002802,-7.659564,1.8796136,0.7567883,0,0,0
1.8111559,-0.8138478,0.9226894,0.25329363,0,0,1
-2.6738057,5.5610857,0.062124133,1.7008607,1,1,1
4.936013,-6.086976,1.5980475,0.0018312335,0,0,0
4.7435155,-5.0686274,1.8736026,0.14376175,0,0,0
5.7481403,-6.301949,1.9652908,0.0055297017,0,0,0
5.1847296,-5.4755936,1.9598716,0.04436916,0,0,0
-4.038157,3.0952168,0.05487287,0.030885398,1,0,0
-4.0816665,3.0063124,0.08163875,0.00811702,1,0,1
3.9661849,-4.3085337,1.8028784,0.013353109,0,0,0
3.6503508,-4.165743,1.8104017,0.004677415,0,0,0
3.483652,-1.1390394,1.5763605,1.2426751,0,0,0
4.3919907,-4.8037825,1.9078785,0.020888567,0,0,0
-4.4512243,3.090258,0.028496027,0.009631932,1,0,0
-4.801078,4.340891,0.18834436,1.6822484,1,1,0
-4.383642,4.5644355,0.15296221,1.4082326,1,1,0
-4.4202557,4.073161,0.22060734,1.729203,1,1,0
4.3777456,-4.7392087,1.892144,0.03004229,0,0,0
4.1894746,-4.8178787,1.8427229,0.014154971,0,0,0
4.571517,-3.7936387,0.95433104,0.4416712,0,0,0
4.844633,-5.335637,1.357595,0.009028196,0,0,0
4.1807804,-5.6630974,1.766633,0.2160464,0,0,0
-6.1398134,5.2896357,0.075012326,1.8399701,1,1,1
7.184765,-5.8375716,1.8650415,1.8678113,0,1,0
-2.7969484,2.5257938,0.11291957,0.10715383,1,0,1
-2.8454711,2.528589,0.12500292,0.12568074,1,1,1
-4.104364,2.9958897,0.2388463,0.2014243,1,0,1
4.3015504,-1.3253083,1.306579,1.6030296,0,1,0
5.358933,-2.435722,1.7382927,1.815,0,1,0
5.157874,-5.6462364,1.9613938,0.004602909,0,0,0
4.6220493,-3.6951818,1.8900969,0.5493396,0,0,0
-4.0079274,2.4682236,0.017176867,0.00084912777,1,0,0
4.951966,-5.912714,1.720455,0.0068084598,0,0,0
0.5600261,3.234782,0.86606425,1.5556359,1,1,0
-2.749433,5.4876556,0.049121678,1.5268469,1,1,0
4.4671464,-0.4380654,1.6576304,1.7795081,0,1,1
4.548464,-4.8621645,1.8690015,0.0020472407,0,0,0
2.7118745,-4.243644,1.6508248,0.024412394,0,0,0
4.037745,-4.7948203,1.8794967,0.04264438,0,0,0
4.751942,-5.116658,1.916715,0.003795743,0,0,0
4.274206,-4.8630295,1.8770278,0.007248819,0,0,0
8.068049,-8.715005,1.8719131,1.719032,0,0,0
-6.2108173,5.6340528,0.031517386,1.844646,1,1,1
-3.115004,3.0995321,0.060699403,0.013148665,1,0,1
-0.73344356,0.7200156,0.15519834,0.019049764,1,0,0
-5.6789093,5.082775,0.037680745,1.7497361,1,1,1
-4.0537987,3.421986,0.0995937,1.7340164,1,1,1
-3.420332,3.8101687,0.072466135,0.56266886,1,1,1
4.4528646,-4.156384,1.0673392,0.120930195,0,0,0
5.6266775,-4.5980906,1.8422589,1.8880703,0,1,1
3.504132,-4.0087795,0.8187956,0.01952827,0,0,0
4.916421,-5.5612273,1.9514797,0.03192997,0,0,1
2.494926,-2.7141395,1.5068024,0.016098022,0,0,1
7.3631186,-6.528895,1.7660749,0.38280118,0,0,0
6.3831434,-6.360481,1.7314392,0.6852647,0,0,0
8.521976,-7.732431,1.8259048,0.53815174,0,0,0
9.313,-8.699316,1.7004724,0.15968192,0,0,0
7.2328167,-6.9999046,1.7555369,0.6561619,0,0,0
7.132624,-6.6596246,1.796297,0.35360187,0,0,0
9.176229,-8.792716,1.7942849,0.20587218,0,0,0
3.5400684,-3.8052626,1.1647146,0.25661808,0,0,0
3.782013,-3.4315405,1.1123133,0.059158564,0,0,0
6.563546,-7.516032,1.6900959,0.2726094,0,0,0
5.640752,-6.1867266,1.7431054,0.042734087,0,0,0
5.0483685,-1.5845615,1.3947027,1.9478419,0,1,0
2.1352856,-2.4495497,1.608283,0.10246056,0,0,0
3.2095385,-4.440635,1.7212623,0.0040302277,0,0,0
2.4493694,0.80986726,1.1897886,1.7007773,0,1,0
-3.8376985,3.89119,0.021210313,0.14356226,1,1,1
3.4377046,-4.4893517,1.7978323,0.0027685165,0,0,1
5.681589,-7.0920696,1.655149,0.024097145,0,0,0
5.5873604,-6.3531556,1.8779987,0.05954951,0,0,0
5.1600223,-6.083261,1.2555649,0.048298478,0,0,0
1.5162537,0.8216385,0.7246449,0.19768023,0,0,0
-3.1355944,3.2033186,0.063856125,0.007654071,1,0,0
7.145847,-4.5903454,1.6663537,0.2781161,0,0,1
7.5516806,-6.5168204,1.8314714,0.5768024,0,0,1
9.231198,-6.503902,1.7078862,1.4015723,0,0,1
7.461956,-6.8756976,1.6813031,0.24229491,0,0,1
8.390211,-6.336558,1.7840579,1.7115939,0,0,1
2.936224,-0.8593885,1.2312691,0.9071491,0,0,1
6.7308226,-7.2644024,1.8930149,0.6374579,0,0,1
-2.9887013,2.6907835,0.25604558,0.40722895,1,1,0
6.3332853,-5.264222,1.7301489,1.5133694,0,0,1
4.397387,-2.534729,1.4442153,1.1054592,0,0,1
-1.9581904,1.3319741,0.38728464,0.4890775,1,1,0
4.4765663,-5.963924,1.6786735,0.56251967,0,0,1
-0.94829994,1.3935608,0.39015067,0.030353308,1,0,0
-2.719072,2.1270015,0.29681438,0.50712514,1,1,0
5.225398,-5.885107,1.9534371,0.009527564,0,0,0
-4.559342,3.7103024,0.03707242,0.05991608,1,1,0
4.5551586,-5.0755243,1.4607346,0.021897316,0,0,0
6.0551734,-2.2064972,1.9111881,1.9178667,0,1,0
4.3334384,-4.2378173,1.8446975,0.063860595,0,0,0
3.9916384,-4.658988,1.8527157,0.003913164,0,0,0
6.205957,-2.2378733,1.9122628,1.9157348,0,1,0
-2.6245108,3.5430777,0.33243304,0.36533248,1,1,0
5.5918055,-1.1959863,1.7704848,1.7685649,0,0,0
6.5298476,-5.2901497,1.7466927,0.54937077,0,0,0
4.8819027,-5.5775294,1.936805,0.034099758,0,0,0
5.8647976,-2.5718684,1.8942257,1.7885143,0,0,0
-3.2173312,6.5545745,0.006561637,1.6336834,1,1,1
-0.20783804,-0.26296473,0.2216953,0.012960613,0,0,0
-0.3240233,0.15988654,0.42861187,1.9229383,1,1,1
-3.3874876,1.9662764,0.094641745,0.008261263,1,0,1
-3.3580394,2.7375784,0.018704832,0.09573549,1,1,0
3.3932943,-3.3890011,1.0572088,0.077347696,0,0,0
4.380249,-2.4550526,1.4059253,0.029427648,0,0,1
7.101942,-6.327493,1.5709214,0.04465717,0,0,0
6.292205,-5.469176,1.3409977,0.04525405,0,0,0
4.278908,-3.6664467,1.1654493,0.054816425,0,0,0
-1.8275647,2.0477457,0.082778156,0.030672014,1,0,0
2.9030793,-2.7317643,1.0860211,1.963623,0,1,1
-4.697787,3.6924112,0.06530362,1.9810241,1,1,1
-4.753164,3.8115158,0.06755608,1.933856,1,1,1
-4.5547624,4.06743,0.05867076,1.794338,1,1,1
5.410665,-4.801076,1.3933588,0.45650673,0,0,0
-2.9099236,5.780454,0.014771581,1.8467689,1,1,1
6.1179185,-2.577692,1.9591866,1.8319542,0,0,0
6.06538,-1.9620085,1.7973645,1.7930076,0,0,1
6.1252913,-2.0373049,1.80432,1.8116364,0,1,1
3.2681513,-4.102651,1.7499205,0.1387065,0,0,1
-3.065958,0.9276501,0.17006624,0.17348528,1,1,0
-1.7323443,4.4063735,0.033442974,1.7046615,1,1,1
4.5174537,-4.1417513,1.9098816,0.1168586,0,0,0
5.1811795,-4.6763277,1.9396641,0.14897972,0,0,0
6.856322,-5.5802927,1.5864983,0.058432102,0,0,0
-3.8255885,5.084303,0.0372293,0.00400126,1,0,0
6.5046945,-2.130013,1.9082336,1.84376,0,0,0
6.435262,-2.1868005,1.9261491,1.8557572,0,0,0
6.1440277,-2.6019363,1.9418379,1.8259969,0,0,0
5.292336,-6.1605506,1.8139129,0.41056776,0,0,1
5.2845335,-5.9548883,1.9625603,0.0022656322,0,0,0
4.9118314,-5.5897465,1.9518738,0.0015017986,0,0,0
12.165848,-10.601958,1.9374716,0.40123987,0,0,0
11.233323,-9.810861,1.9175355,0.24290788,0,0,0
10.904087,-9.416132,1.9076588,0.09971732,0,0,0
10.966404,-10.457584,1.8626895,0.30818248,0,0,0
0.033895615,-0.44951645,0.7556357,1.1420894,0,1,1
-1.7273391,1.3133897,0.632597,1.2521077,1,1,1
-2.012557,1.9078828,0.5568756,1.1987079,1,1,1
6.6483507,-6.0190043,1.4168019,0.23684609,0,0,0
-2.7782943,2.5875394,0.5181427,1.3680105,1,1,1
-3.157147,3.0509953,0.48379052,1.3721434,1,1,1
0.6927429,0.9425255,0.6097291,0.6599631,1,1,1
